id,timestamp,install_code,suhu,kelembaban,amonia,suhu_c,kelembaban_percent,amonia_ppm,grade,grade_label,anomaly_status,is_anomaly,pump_on,pump_duration_s,grade_id
2555,2025-09-29T10:46:53.087719Z,ESP32_IDM_003_L1,32.52,72.36,2.7,32.52,72.36,2.7,jelek,0,anomaly,1,True,63.400000000000034,0
2554,2025-09-29T10:45:53.031868Z,ESP32_IDM_003_L1,32.55,72.09,2.73,32.55,72.09,2.73,jelek,0,anomaly,1,True,65.04999999999995,0
2553,2025-09-29T10:44:52.949517Z,ESP32_IDM_003_L1,32.61,71.94,2.69,32.61,71.94,2.69,jelek,0,anomaly,1,True,66.4,0
2552,2025-09-29T10:43:52.865384Z,ESP32_IDM_003_L1,32.66,71.54,2.68,32.66,71.54,2.68,jelek,0,anomaly,1,True,68.89999999999993,0
2551,2025-09-29T10:42:52.780714Z,ESP32_IDM_003_L1,32.59,72.4,2.65,32.59,72.4,2.65,jelek,0,anomaly,1,True,63.900000000000006,0
2550,2025-09-29T10:41:52.697559Z,ESP32_IDM_003_L1,32.49,72.36,2.68,32.49,72.36,2.68,jelek,0,anomaly,1,True,63.10000000000002,0
2549,2025-09-29T10:40:52.642789Z,ESP32_IDM_003_L1,32.47,72.61,2.68,32.47,72.61,2.68,jelek,0,anomaly,1,True,61.64999999999999,0
2548,2025-09-29T10:39:52.558552Z,ESP32_IDM_003_L1,32.44,72.54,2.67,32.44,72.54,2.67,jelek,0,anomaly,1,True,61.699999999999946,0
2547,2025-09-29T10:38:52.474484Z,ESP32_IDM_003_L1,32.42,72.78,2.64,32.42,72.78,2.64,jelek,0,anomaly,1,True,60.30000000000001,0
2546,2025-09-29T10:37:52.393333Z,ESP32_IDM_003_L1,32.41,72.62,2.64,32.41,72.62,2.64,jelek,0,anomaly,1,True,60.99999999999994,0
2545,2025-09-29T10:36:52.308083Z,ESP32_IDM_003_L1,32.35,72.7,2.62,32.35,72.7,2.62,jelek,0,anomaly,1,True,60.0,0
2544,2025-09-29T10:35:52.253Z,ESP32_IDM_003_L1,32.42,72.36,2.68,32.42,72.36,2.68,jelek,0,anomaly,1,True,62.40000000000002,0
2543,2025-09-29T10:34:52.22904Z,ESP32_IDM_003_L1,32.55,72.1,2.66,32.55,72.1,2.66,jelek,0,anomaly,1,True,65.0,0
2542,2025-09-29T10:33:52.087383Z,ESP32_IDM_003_L1,32.52,72.17,2.69,32.52,72.17,2.69,jelek,0,anomaly,1,True,64.35000000000002,0
2541,2025-09-29T10:32:52.002483Z,ESP32_IDM_003_L1,32.51,72.27,2.71,32.51,72.27,2.71,jelek,0,anomaly,1,True,63.75,0
2540,2025-09-29T10:31:51.920964Z,ESP32_IDM_003_L1,32.51,72.44,2.71,32.51,72.44,2.71,jelek,0,anomaly,1,True,62.89999999999999,0
2539,2025-09-29T10:30:51.864672Z,ESP32_IDM_003_L1,32.55,72.09,2.66,32.55,72.09,2.66,jelek,0,anomaly,1,True,65.04999999999995,0
2538,2025-09-29T10:29:51.781067Z,ESP32_IDM_003_L1,32.58,71.89,2.67,32.58,71.89,2.67,jelek,0,anomaly,1,True,66.34999999999998,0
2537,2025-09-29T10:28:51.696992Z,ESP32_IDM_003_L1,32.61,71.58,2.67,32.61,71.58,2.67,jelek,0,anomaly,1,True,68.2,0
2536,2025-09-29T10:27:51.613882Z,ESP32_IDM_003_L1,32.58,71.99,2.68,32.58,71.99,2.68,jelek,0,anomaly,1,True,65.85000000000001,0
2535,2025-09-29T10:26:51.53014Z,ESP32_IDM_003_L1,32.57,72.32,2.7,32.57,72.32,2.7,jelek,0,anomaly,1,True,64.10000000000004,0
2534,2025-09-29T10:25:51.476661Z,ESP32_IDM_003_L1,32.62,72.05,2.71,32.62,72.05,2.71,jelek,0,anomaly,1,True,65.94999999999999,0
2533,2025-09-29T10:24:51.391644Z,ESP32_IDM_003_L1,32.49,72.32,2.67,32.49,72.32,2.67,jelek,0,anomaly,1,True,63.30000000000005,0
2532,2025-09-29T10:23:51.308617Z,ESP32_IDM_003_L1,32.65,71.62,2.72,32.65,71.62,2.72,jelek,0,anomaly,1,True,68.39999999999996,0
2531,2025-09-29T10:22:51.224069Z,ESP32_IDM_003_L1,32.44,72.11,2.72,32.44,72.11,2.72,jelek,0,anomaly,1,True,63.84999999999998,0
2530,2025-09-29T10:21:51.143745Z,ESP32_IDM_003_L1,32.55,71.99,2.71,32.55,71.99,2.71,jelek,0,anomaly,1,True,65.55,0
2529,2025-09-29T10:20:51.088515Z,ESP32_IDM_003_L1,32.64,71.85,2.7,32.64,71.85,2.7,jelek,0,anomaly,1,True,67.15000000000003,0
2528,2025-09-29T10:19:51.002601Z,ESP32_IDM_003_L1,32.58,71.85,2.63,32.58,71.85,2.63,jelek,0,anomaly,1,True,66.55000000000001,0
2527,2025-09-29T10:18:50.920486Z,ESP32_IDM_003_L1,32.58,71.93,2.64,32.58,71.93,2.64,jelek,0,anomaly,1,True,66.14999999999995,0
2526,2025-09-29T10:17:50.836204Z,ESP32_IDM_003_L1,32.62,71.64,2.68,32.62,71.64,2.68,jelek,0,anomaly,1,True,67.99999999999997,0
2525,2025-09-29T10:16:50.753575Z,ESP32_IDM_003_L1,32.61,71.71,2.7,32.61,71.71,2.7,jelek,0,anomaly,1,True,67.55000000000003,0
2524,2025-09-29T10:15:50.749447Z,ESP32_IDM_003_L1,32.52,72.22,2.75,32.52,72.22,2.75,jelek,0,anomaly,1,True,64.10000000000004,0
2523,2025-09-29T10:14:50.613352Z,ESP32_IDM_003_L1,32.51,72.1,2.67,32.51,72.1,2.67,jelek,0,anomaly,1,True,64.60000000000001,0
2522,2025-09-29T10:13:50.530866Z,ESP32_IDM_003_L1,32.49,72.19,2.69,32.49,72.19,2.69,jelek,0,anomaly,1,True,63.95000000000003,0
2521,2025-09-29T10:12:50.446198Z,ESP32_IDM_003_L1,32.41,72.14,2.68,32.41,72.14,2.68,jelek,0,anomaly,1,True,63.39999999999996,0
2520,2025-09-29T10:11:50.364423Z,ESP32_IDM_003_L1,32.49,72.02,2.67,32.49,72.02,2.67,jelek,0,anomaly,1,True,64.80000000000004,0
2519,2025-09-29T10:10:50.317805Z,ESP32_IDM_003_L1,32.38,72.45,2.65,32.38,72.45,2.65,jelek,0,anomaly,1,True,61.55000000000001,0
2518,2025-09-29T10:09:50.237116Z,ESP32_IDM_003_L1,32.37,72.87,2.6,32.37,72.87,2.6,jelek,0,anomaly,1,True,59.34999999999995,0
2517,2025-09-29T10:08:50.198576Z,ESP32_IDM_003_L1,32.34,72.28,2.62,32.34,72.28,2.62,jelek,0,anomaly,1,True,62.00000000000003,0
2516,2025-09-29T10:07:50.057801Z,ESP32_IDM_003_L1,32.33,72.36,2.6,32.33,72.36,2.6,jelek,0,anomaly,1,True,61.49999999999999,0
2515,2025-09-29T10:06:49.972439Z,ESP32_IDM_003_L1,32.47,71.77,2.63,32.47,71.77,2.63,jelek,0,anomaly,1,True,65.85000000000001,0
2514,2025-09-29T10:05:49.919271Z,ESP32_IDM_003_L1,32.42,72.27,2.64,32.42,72.27,2.64,jelek,0,anomaly,1,True,62.85000000000004,0
2513,2025-09-29T10:04:49.835848Z,ESP32_IDM_003_L1,32.4,72.0,2.61,32.4,72.0,2.61,jelek,0,anomaly,1,True,63.99999999999999,0
2512,2025-09-29T10:03:49.752233Z,ESP32_IDM_003_L1,32.4,72.36,2.69,32.4,72.36,2.69,jelek,0,anomaly,1,True,62.19999999999999,0
2511,2025-09-29T10:02:49.668976Z,ESP32_IDM_003_L1,32.4,72.38,2.67,32.4,72.38,2.67,jelek,0,anomaly,1,True,62.10000000000001,0
2510,2025-09-29T10:01:49.584439Z,ESP32_IDM_003_L1,32.4,72.51,2.65,32.4,72.51,2.65,jelek,0,anomaly,1,True,61.44999999999996,0
2509,2025-09-29T10:00:49.53066Z,ESP32_IDM_003_L1,32.31,72.58,2.65,32.31,72.58,2.65,jelek,0,anomaly,1,True,60.20000000000003,0
2508,2025-09-29T09:59:49.447817Z,ESP32_IDM_003_L1,32.35,72.47,2.65,32.35,72.47,2.65,jelek,0,anomaly,1,True,61.15000000000002,0
2507,2025-09-29T09:58:49.361905Z,ESP32_IDM_003_L1,32.42,72.18,2.62,32.42,72.18,2.62,jelek,0,anomaly,1,True,63.29999999999998,0
2506,2025-09-29T09:57:49.281213Z,ESP32_IDM_003_L1,32.4,72.43,2.6,32.4,72.43,2.6,jelek,0,anomaly,1,True,61.84999999999995,0
2505,2025-09-29T09:56:49.196891Z,ESP32_IDM_003_L1,32.25,72.17,2.61,32.25,72.17,2.61,jelek,0,anomaly,1,True,61.64999999999999,0
2504,2025-09-29T09:55:49.140787Z,ESP32_IDM_003_L1,32.44,72.23,2.61,32.44,72.23,2.61,jelek,0,anomaly,1,True,63.24999999999996,0
2503,2025-09-29T09:54:49.057835Z,ESP32_IDM_003_L1,32.4,72.1,2.61,32.4,72.1,2.61,jelek,0,anomaly,1,True,63.500000000000014,0
2502,2025-09-29T09:53:48.975188Z,ESP32_IDM_003_L1,32.41,72.22,2.59,32.41,72.22,2.59,jelek,0,anomaly,1,True,62.99999999999997,0
2501,2025-09-29T09:52:48.889222Z,ESP32_IDM_003_L1,32.37,72.25,2.54,32.37,72.25,2.54,jelek,0,anomaly,1,True,62.44999999999997,0
2500,2025-09-29T09:51:48.807502Z,ESP32_IDM_003_L1,32.4,71.85,2.53,32.4,71.85,2.53,jelek,0,anomaly,1,True,64.75000000000001,0
2499,2025-09-29T09:50:48.752671Z,ESP32_IDM_003_L1,32.54,71.53,2.53,32.54,71.53,2.53,jelek,0,anomaly,1,True,67.74999999999999,0
2498,2025-09-29T09:49:48.668639Z,ESP32_IDM_003_L1,32.58,72.07,2.54,32.58,72.07,2.54,jelek,0,anomaly,1,True,65.45000000000002,0
2497,2025-09-29T09:48:48.584Z,ESP32_IDM_003_L1,32.48,71.61,2.57,32.48,71.61,2.57,jelek,0,anomaly,1,True,66.74999999999997,0
2496,2025-09-29T09:47:48.501296Z,ESP32_IDM_003_L1,32.47,71.75,2.6,32.47,71.75,2.6,jelek,0,anomaly,1,True,65.94999999999999,0
2495,2025-09-29T09:46:48.418213Z,ESP32_IDM_003_L1,32.64,71.59,2.63,32.64,71.59,2.63,jelek,0,anomaly,1,True,68.44999999999999,0
2494,2025-09-29T09:45:48.362843Z,ESP32_IDM_003_L1,32.8,70.86,2.61,32.8,70.86,2.61,jelek,0,anomaly,1,True,73.69999999999997,0
2493,2025-09-29T09:44:48.283017Z,ESP32_IDM_003_L1,32.59,71.67,2.58,32.59,71.67,2.58,jelek,0,anomaly,1,True,67.55000000000003,0
2492,2025-09-29T09:43:48.196903Z,ESP32_IDM_003_L1,32.35,72.43,2.55,32.35,72.43,2.55,jelek,0,anomaly,1,True,61.34999999999998,0
2491,2025-09-29T09:42:48.111695Z,ESP32_IDM_003_L1,32.3,71.97,2.58,32.3,71.97,2.58,jelek,0,anomaly,1,True,63.14999999999998,0
2490,2025-09-29T09:41:48.028672Z,ESP32_IDM_003_L1,32.4,72.05,2.54,32.4,72.05,2.54,jelek,0,anomaly,1,True,63.75,0
2489,2025-09-29T09:40:47.974582Z,ESP32_IDM_003_L1,32.31,72.06,2.51,32.31,72.06,2.51,jelek,0,anomaly,1,True,62.80000000000001,0
2488,2025-09-29T09:39:47.890162Z,ESP32_IDM_003_L1,32.38,71.91,2.56,32.38,71.91,2.56,jelek,0,anomaly,1,True,64.25000000000004,0
2487,2025-09-29T09:38:47.807025Z,ESP32_IDM_003_L1,32.4,72.11,2.6,32.4,72.11,2.6,jelek,0,anomaly,1,True,63.44999999999999,0
2486,2025-09-29T09:37:47.783567Z,ESP32_IDM_003_L1,32.45,71.45,2.61,32.45,71.45,2.61,jelek,0,anomaly,1,True,67.25000000000001,0
2485,2025-09-29T09:36:47.639795Z,ESP32_IDM_003_L1,32.51,71.39,2.62,32.51,71.39,2.62,jelek,0,anomaly,1,True,68.14999999999998,0
2484,2025-09-29T09:35:47.591027Z,ESP32_IDM_003_L1,32.52,71.1,2.68,32.52,71.1,2.68,jelek,0,anomaly,1,True,69.70000000000006,0
2483,2025-09-29T09:34:47.509534Z,ESP32_IDM_003_L1,32.52,71.51,2.68,32.52,71.51,2.68,jelek,0,anomaly,1,True,67.65,0
2482,2025-09-29T09:33:47.428178Z,ESP32_IDM_003_L1,32.31,72.2,2.63,32.31,72.2,2.63,jelek,0,anomaly,1,True,62.10000000000001,0
2481,2025-09-29T09:32:47.391898Z,ESP32_IDM_003_L1,32.31,72.09,2.62,32.31,72.09,2.62,jelek,0,anomaly,1,True,62.650000000000006,0
2480,2025-09-29T09:31:47.251418Z,ESP32_IDM_003_L1,32.23,72.52,2.59,32.23,72.52,2.59,jelek,0,anomaly,1,True,59.69999999999999,0
2479,2025-09-29T09:30:47.195114Z,ESP32_IDM_003_L1,32.23,72.55,2.61,32.23,72.55,2.61,jelek,0,anomaly,1,True,59.54999999999998,0
2478,2025-09-29T09:29:47.112138Z,ESP32_IDM_003_L1,32.35,71.18,2.62,32.35,71.18,2.62,jelek,0,anomaly,1,True,67.59999999999998,0
2477,2025-09-29T09:28:47.029164Z,ESP32_IDM_003_L1,32.45,71.33,2.61,32.45,71.33,2.61,jelek,0,anomaly,1,True,67.85000000000004,0
2476,2025-09-29T09:27:46.946159Z,ESP32_IDM_003_L1,32.4,70.92,2.57,32.4,70.92,2.57,jelek,0,anomaly,1,True,69.39999999999998,0
2475,2025-09-29T09:26:46.860775Z,ESP32_IDM_003_L1,32.48,71.27,2.58,32.48,71.27,2.58,jelek,0,anomaly,1,True,68.44999999999999,0
2474,2025-09-29T09:25:46.809135Z,ESP32_IDM_003_L1,32.27,71.82,2.52,32.27,71.82,2.52,jelek,0,anomaly,1,True,63.60000000000007,0
2473,2025-09-29T09:24:46.723184Z,ESP32_IDM_003_L1,32.19,71.95,2.51,32.19,71.95,2.51,jelek,0,anomaly,1,True,62.14999999999996,0
2472,2025-09-29T09:23:46.638707Z,ESP32_IDM_003_L1,32.2,71.27,2.53,32.2,71.27,2.53,jelek,0,anomaly,1,True,65.65000000000005,0
2471,2025-09-29T09:22:46.557088Z,ESP32_IDM_003_L1,32.21,72.14,2.5,32.21,72.14,2.5,jelek,0,anomaly,1,True,61.400000000000006,0
2470,2025-09-29T09:21:46.480177Z,ESP32_IDM_003_L1,32.33,72.08,2.53,32.33,72.08,2.53,jelek,0,anomaly,1,True,62.89999999999999,0
2469,2025-09-29T09:20:46.416479Z,ESP32_IDM_003_L1,32.27,71.98,2.52,32.27,71.98,2.52,jelek,0,anomaly,1,True,62.80000000000001,0
2468,2025-09-29T09:19:46.333687Z,ESP32_IDM_003_L1,32.23,72.7,2.53,32.23,72.7,2.53,jelek,0,anomaly,1,True,58.79999999999996,0
2467,2025-09-29T09:18:46.251551Z,ESP32_IDM_003_L1,32.2,72.14,2.52,32.2,72.14,2.52,jelek,0,anomaly,1,True,61.300000000000026,0
2466,2025-09-29T09:17:46.166534Z,ESP32_IDM_003_L1,32.17,71.66,2.54,32.17,71.66,2.54,jelek,0,anomaly,1,True,63.400000000000034,0
2465,2025-09-29T09:16:46.082133Z,ESP32_IDM_003_L1,32.3,71.97,2.57,32.3,71.97,2.57,jelek,0,anomaly,1,True,63.14999999999998,0
2464,2025-09-29T09:15:46.029898Z,ESP32_IDM_003_L1,32.25,71.24,2.56,32.25,71.24,2.56,jelek,0,anomaly,1,True,66.30000000000003,0
2463,2025-09-29T09:14:45.943543Z,ESP32_IDM_003_L1,32.25,72.3,2.51,32.25,72.3,2.51,jelek,0,anomaly,1,True,61.000000000000014,0
2462,2025-09-29T09:13:45.861075Z,ESP32_IDM_003_L1,32.25,71.79,2.49,32.25,71.79,2.49,jelek,0,anomaly,1,True,63.54999999999997,0
2461,2025-09-29T09:12:45.777367Z,ESP32_IDM_003_L1,32.24,72.69,2.46,32.24,72.69,2.46,jelek,0,anomaly,1,True,58.95000000000003,0
2460,2025-09-29T09:11:45.695716Z,ESP32_IDM_003_L1,32.14,72.86,2.47,32.14,72.86,2.47,jelek,0,anomaly,1,True,57.10000000000001,0
2459,2025-09-29T09:10:45.6447Z,ESP32_IDM_003_L1,32.1,72.03,2.43,32.1,72.03,2.43,jelek,0,anomaly,1,True,60.85000000000001,0
2458,2025-09-29T09:09:45.5643Z,ESP32_IDM_003_L1,32.13,71.65,2.42,32.13,71.65,2.42,jelek,0,anomaly,1,True,63.05,0
2457,2025-09-29T09:08:45.486085Z,ESP32_IDM_003_L1,32.16,72.24,2.44,32.16,72.24,2.44,jelek,0,anomaly,1,True,60.39999999999999,0
2456,2025-09-29T09:07:45.446159Z,ESP32_IDM_003_L1,32.06,72.19,2.45,32.06,72.19,2.45,jelek,0,anomaly,1,True,59.650000000000034,0
2455,2025-09-29T09:06:45.304337Z,ESP32_IDM_003_L1,32.14,72.56,2.48,32.14,72.56,2.48,jelek,0,anomaly,1,True,58.6,0
2454,2025-09-29T09:05:45.264224Z,ESP32_IDM_003_L1,32.09,72.13,2.46,32.09,72.13,2.46,jelek,0,anomaly,1,True,60.25000000000006,0
2453,2025-09-29T09:04:45.165791Z,ESP32_IDM_003_L1,32.09,72.13,2.52,32.09,72.13,2.52,jelek,0,anomaly,1,True,60.25000000000006,0
2452,2025-09-29T09:03:45.082655Z,ESP32_IDM_003_L1,32.02,72.39,2.5,32.02,72.39,2.5,jelek,0,anomaly,1,True,58.25000000000003,0
2451,2025-09-29T09:02:45.001265Z,ESP32_IDM_003_L1,32.02,72.27,2.52,32.02,72.27,2.52,jelek,0,anomaly,1,True,58.85000000000005,0
2450,2025-09-29T09:01:44.915321Z,ESP32_IDM_003_L1,32.0,73.24,2.56,32.0,73.24,2.56,jelek,0,warning,0,True,53.800000000000026,0
2449,2025-09-29T09:00:44.860457Z,ESP32_IDM_003_L1,31.94,72.8,2.58,31.94,72.8,2.58,jelek,0,warning,0,True,55.40000000000003,0
2448,2025-09-29T08:59:44.779484Z,ESP32_IDM_003_L1,31.9,73.61,2.61,31.9,73.61,2.61,jelek,0,warning,0,True,50.94999999999999,0
2447,2025-09-29T08:58:44.693487Z,ESP32_IDM_003_L1,31.99,79.22,2.71,31.99,79.22,2.71,jelek,0,warning,0,True,23.79999999999999,0
2446,2025-09-29T08:57:44.610564Z,ESP32_IDM_003_L1,31.75,75.19,2.77,31.75,75.19,2.77,jelek,0,warning,0,True,41.55000000000001,0
2445,2025-09-29T08:56:44.525723Z,ESP32_IDM_003_L1,32.09,73.68,2.84,32.09,73.68,2.84,jelek,0,anomaly,1,True,52.5,0
2444,2025-09-29T08:55:44.471359Z,ESP32_IDM_003_L1,32.06,72.88,2.84,32.06,72.88,2.84,jelek,0,anomaly,1,True,56.200000000000045,0
2443,2025-09-29T08:54:44.387189Z,ESP32_IDM_003_L1,32.12,72.57,2.86,32.12,72.57,2.86,jelek,0,anomaly,1,True,58.35000000000001,0
2442,2025-09-29T08:53:44.304496Z,ESP32_IDM_003_L1,32.09,72.44,2.75,32.09,72.44,2.75,jelek,0,anomaly,1,True,58.700000000000045,0
2441,2025-09-29T08:52:44.221848Z,ESP32_IDM_003_L1,32.16,72.43,2.7,32.16,72.43,2.7,jelek,0,anomaly,1,True,59.44999999999993,0
2440,2025-09-29T08:51:44.137336Z,ESP32_IDM_003_L1,32.13,72.03,2.87,32.13,72.03,2.87,jelek,0,anomaly,1,True,61.15000000000002,0
2439,2025-09-29T08:50:44.085575Z,ESP32_IDM_003_L1,32.03,71.62,2.96,32.03,71.62,2.96,jelek,0,anomaly,1,True,62.19999999999999,0
2438,2025-09-29T08:49:44.001165Z,ESP32_IDM_003_L1,32.07,72.53,2.9,32.07,72.53,2.9,jelek,0,anomaly,1,True,58.05,0
2437,2025-09-29T08:48:43.914537Z,ESP32_IDM_003_L1,32.07,72.47,2.83,32.07,72.47,2.83,jelek,0,anomaly,1,True,58.35000000000001,0
2436,2025-09-29T08:47:43.832197Z,ESP32_IDM_003_L1,32.02,71.77,2.86,32.02,71.77,2.86,jelek,0,anomaly,1,True,61.35000000000005,0
2435,2025-09-29T08:46:43.75128Z,ESP32_IDM_003_L1,32.14,71.64,2.84,32.14,71.64,2.84,jelek,0,anomaly,1,True,63.2,0
2434,2025-09-29T08:45:43.693715Z,ESP32_IDM_003_L1,32.16,71.74,2.64,32.16,71.74,2.64,jelek,0,anomaly,1,True,62.89999999999999,0
2433,2025-09-29T08:44:43.620441Z,ESP32_IDM_003_L1,32.14,71.85,2.63,32.14,71.85,2.63,jelek,0,anomaly,1,True,62.150000000000034,0
2432,2025-09-29T08:43:43.538987Z,ESP32_IDM_003_L1,32.09,72.01,2.66,32.09,72.01,2.66,jelek,0,anomaly,1,True,60.85000000000001,0
2431,2025-09-29T08:42:43.499652Z,ESP32_IDM_003_L1,32.03,72.3,2.71,32.03,72.3,2.71,jelek,0,anomaly,1,True,58.800000000000026,0
2430,2025-09-29T08:41:43.359168Z,ESP32_IDM_003_L1,32.07,73.05,2.62,32.07,73.05,2.62,jelek,0,anomaly,1,True,55.45000000000002,0
2429,2025-09-29T08:40:43.30612Z,ESP32_IDM_003_L1,32.17,72.13,2.58,32.17,72.13,2.58,jelek,0,anomaly,1,True,61.05000000000004,0
2428,2025-09-29T08:39:43.221067Z,ESP32_IDM_003_L1,32.1,72.58,2.63,32.1,72.58,2.63,jelek,0,anomaly,1,True,58.10000000000002,0
2427,2025-09-29T08:38:43.136479Z,ESP32_IDM_003_L1,32.05,72.53,2.67,32.05,72.53,2.67,jelek,0,anomaly,1,True,57.849999999999966,0
2426,2025-09-29T08:37:43.053102Z,ESP32_IDM_003_L1,32.07,72.08,2.66,32.07,72.08,2.66,jelek,0,anomaly,1,True,60.30000000000001,0
2425,2025-09-29T08:36:42.971157Z,ESP32_IDM_003_L1,32.21,72.18,2.71,32.21,72.18,2.71,jelek,0,anomaly,1,True,61.19999999999997,0
2424,2025-09-29T08:35:42.915171Z,ESP32_IDM_003_L1,32.31,71.43,2.7,32.31,71.43,2.7,jelek,0,anomaly,1,True,65.94999999999999,0
2423,2025-09-29T08:34:42.832952Z,ESP32_IDM_003_L1,32.21,71.27,2.67,32.21,71.27,2.67,jelek,0,anomaly,1,True,65.75000000000003,0
2422,2025-09-29T08:33:42.749802Z,ESP32_IDM_003_L1,32.13,72.33,2.75,32.13,72.33,2.75,jelek,0,anomaly,1,True,59.650000000000034,0
2421,2025-09-29T08:32:42.666307Z,ESP32_IDM_003_L1,32.13,72.14,2.85,32.13,72.14,2.85,jelek,0,anomaly,1,True,60.60000000000002,0
2420,2025-09-29T08:31:42.580574Z,ESP32_IDM_003_L1,32.0,72.71,2.92,32.0,72.71,2.92,jelek,0,warning,0,True,56.45000000000003,0
2419,2025-09-29T08:30:42.52666Z,ESP32_IDM_003_L1,31.83,73.18,2.98,31.83,73.18,2.98,jelek,0,warning,0,True,52.39999999999995,0
2418,2025-09-29T08:29:42.442686Z,ESP32_IDM_003_L1,31.86,71.49,2.96,31.86,71.49,2.96,jelek,0,warning,0,True,61.15000000000002,0
2417,2025-09-29T08:28:42.358656Z,ESP32_IDM_003_L1,32.0,71.95,2.94,32.0,71.95,2.94,jelek,0,warning,0,True,60.24999999999999,0
2416,2025-09-29T08:27:42.277059Z,ESP32_IDM_003_L1,32.12,71.0,2.95,32.12,71.0,2.95,jelek,0,anomaly,1,True,66.19999999999997,0
2415,2025-09-29T08:26:42.193808Z,ESP32_IDM_003_L1,32.06,71.59,2.81,32.06,71.59,2.81,jelek,0,anomaly,1,True,62.650000000000006,0
2414,2025-09-29T08:25:42.137309Z,ESP32_IDM_003_L1,32.05,71.36,2.88,32.05,71.36,2.88,jelek,0,anomaly,1,True,63.69999999999997,0
2413,2025-09-29T08:24:42.054865Z,ESP32_IDM_003_L1,32.09,71.41,2.82,32.09,71.41,2.82,jelek,0,anomaly,1,True,63.85000000000005,0
2412,2025-09-29T08:23:41.970562Z,ESP32_IDM_003_L1,32.16,71.29,2.69,32.16,71.29,2.69,jelek,0,anomaly,1,True,65.14999999999993,0
2411,2025-09-29T08:22:41.885528Z,ESP32_IDM_003_L1,32.19,71.36,2.69,32.19,71.36,2.69,jelek,0,anomaly,1,True,65.09999999999998,0
2410,2025-09-29T08:21:41.802869Z,ESP32_IDM_003_L1,32.41,70.94,2.83,32.41,70.94,2.83,jelek,0,anomaly,1,True,69.39999999999998,0
2409,2025-09-29T08:20:41.747903Z,ESP32_IDM_003_L1,32.24,71.79,2.75,32.24,71.79,2.75,jelek,0,anomaly,1,True,63.44999999999999,0
2408,2025-09-29T08:19:41.664603Z,ESP32_IDM_003_L1,32.06,71.8,2.67,32.06,71.8,2.67,jelek,0,anomaly,1,True,61.60000000000004,0
2407,2025-09-29T08:18:41.58042Z,ESP32_IDM_003_L1,32.03,72.31,2.76,32.03,72.31,2.76,jelek,0,anomaly,1,True,58.75,0
2406,2025-09-29T08:17:41.499099Z,ESP32_IDM_003_L1,32.14,71.51,2.75,32.14,71.51,2.75,jelek,0,anomaly,1,True,63.84999999999998,0
2405,2025-09-29T08:16:41.413733Z,ESP32_IDM_003_L1,32.35,72.01,2.72,32.35,72.01,2.72,jelek,0,anomaly,1,True,63.44999999999999,0
2404,2025-09-29T08:15:41.360546Z,ESP32_IDM_003_L1,32.23,71.39,2.89,32.23,71.39,2.89,jelek,0,anomaly,1,True,65.34999999999997,0
2403,2025-09-29T08:14:41.27709Z,ESP32_IDM_003_L1,32.33,70.7,2.75,32.33,70.7,2.75,jelek,0,anomaly,1,True,69.79999999999997,0
2402,2025-09-29T08:13:41.192333Z,ESP32_IDM_003_L1,32.35,72.14,2.73,32.35,72.14,2.73,jelek,0,anomaly,1,True,62.80000000000001,0
2401,2025-09-29T08:12:41.106952Z,ESP32_IDM_003_L1,32.21,70.83,2.79,32.21,70.83,2.79,jelek,0,anomaly,1,True,67.95000000000002,0
2400,2025-09-29T08:11:41.025827Z,ESP32_IDM_003_L1,32.14,71.95,2.75,32.14,71.95,2.75,jelek,0,anomaly,1,True,61.64999999999999,0
2399,2025-09-29T08:10:40.98339Z,ESP32_IDM_003_L1,32.13,73.51,2.67,32.13,73.51,2.67,jelek,0,anomaly,1,True,53.75,0
2398,2025-09-29T08:09:40.885949Z,ESP32_IDM_003_L1,32.33,72.69,2.71,32.33,72.69,2.71,jelek,0,anomaly,1,True,59.85,0
2397,2025-09-29T08:08:40.804445Z,ESP32_IDM_003_L1,32.33,72.02,2.65,32.33,72.02,2.65,jelek,0,anomaly,1,True,63.2,0
2396,2025-09-29T08:07:40.71899Z,ESP32_IDM_003_L1,32.25,72.1,2.66,32.25,72.1,2.66,jelek,0,anomaly,1,True,62.00000000000003,0
2395,2025-09-29T08:06:40.636054Z,ESP32_IDM_003_L1,32.06,71.8,2.69,32.06,71.8,2.69,jelek,0,anomaly,1,True,61.60000000000004,0
2394,2025-09-29T08:05:40.582286Z,ESP32_IDM_003_L1,32.06,71.53,2.67,32.06,71.53,2.67,jelek,0,anomaly,1,True,62.95000000000002,0
2393,2025-09-29T08:04:40.49672Z,ESP32_IDM_003_L1,31.92,71.28,2.76,31.92,71.28,2.76,jelek,0,warning,0,True,62.80000000000001,0
2392,2025-09-29T08:03:40.413634Z,ESP32_IDM_003_L1,32.02,70.53,2.65,32.02,70.53,2.65,jelek,0,anomaly,1,True,67.55000000000003,0
2391,2025-09-29T08:02:40.32882Z,ESP32_IDM_003_L1,32.16,72.07,2.59,32.16,72.07,2.59,jelek,0,anomaly,1,True,61.25,0
2390,2025-09-29T08:01:40.248062Z,ESP32_IDM_003_L1,32.12,70.83,2.58,32.12,70.83,2.58,jelek,0,anomaly,1,True,67.04999999999998,0
